Customer_ID,Name,Age,Street,City,State,Postal_Code,Phone_Number
CUST-PDBGOS,Customer_845,73,Ocean Drive 73,Greenville,FL,51451,+1-937-395-1684
CUST-RMTMYP,Customer_846,64,Highland Avenue 43,Lakeview,IL,32862,+1-954-158-9371
CUST-VRUPRA,Customer_847,28,Main Street 169,Greenville,FL,21297,+1-726-322-6071
CUST-VJTJVC,Customer_848,20,Baker Street 111,Riverside,CA,65775,+1-846-937-7842
CUST-YYEFZR,Customer_849,49,Sunset Boulevard 142,Springfield,FL,86392,+1-224-598-6688
CUST-VPRCYA,Customer_850,77,Ocean Drive 19,Lakeview,NY,96520,+1-821-221-2128
CUST-XNEAWP,Customer_851,70,Baker Street 188,Fairview,FL,67273,+1-984-913-3658
CUST-DBYADB,Customer_852,29,Main Street 47,Riverside,CA,57000,+1-795-715-3559
CUST-GTKU00,Customer_853,24,Sunset Boulevard 108,Springfield,FL,75997,+1-636-672-6227
CUST-CUNOVY,Customer_854,18,Baker Street 125,Fairview,TX,75216,+1-575-255-6371
CUST-DUJQTS,Customer_855,18,Ocean Drive 134,Springfield,CA,96181,+1-965-435-5853
CUST-CQYRMJ,Customer_856,80,Highland Avenue 125,Riverside,IL,71424,+1-676-928-3918
CUST-JEEOKU,Customer_857,26,Baker Street 192,Springfield,TX,68046,+1-378-963-4474
CUST-MXTFQY,Customer_858,64,Ocean Drive 77,Riverside,CA,14648,+1-753-277-1333
CUST-DTNBYJ,Customer_859,31,Main Street 1,Lakeview,TX,86952,+1-217-380-9315
CUST-YKQYPP,Customer_860,18,Baker Street 148,Springfield,IL,61842,+1-493-263-1927
CUST-RWCABU,Customer_861,43,Baker Street 50,Riverside,CA,75314,+1-601-568-8345
CUST-JYOAFT,Customer_862,64,Ocean Drive 53,Riverside,FL,39333,+1-989-327-3586
CUST-DEBNOH,Customer_863,67,Sunset Boulevard 11,Springfield,IL,96564,+1-208-239-4202
CUST-NGQYCB,Customer_864,76,Main Street 167,Riverside,FL,50119,+1-675-763-6379
CUST-TNVUED,Customer_865,71,Sunset Boulevard 195,Springfield,TX,79978,+1-944-471-8812
CUST-JSJXXR,Customer_866,57,Highland Avenue 160,Lakeview,CA,17981,+1-212-628-4335
CUST-TGAEYN,Customer_867,41,Sunset Boulevard 171,Fairview,FL,86270,+1-756-507-5767
CUST-TJWLZE,Customer_868,68,Main Street 67,Greenville,NY,16126,+1-494-827-5395
CUST-DICYMM,Customer_869,38,Main Street 158,Fairview,FL,99123,+1-585-325-6803
CUST-XDMPUD,Customer_870,35,Main Street 53,Fairview,TX,58086,+1-230-363-1962
CUST-SVZRPL,Customer_871,74,Highland Avenue 184,Lakeview,CA,97251,+1-726-229-4223
CUST-NN0SKV,Customer_872,53,Highland Avenue 144,Greenville,IL,26202,+1-847-156-2747
CUST-HELWOU,Customer_873,22,Baker Street 90,Springfield,NY,27818,+1-701-860-2439
CUST-IXDGEA,Customer_874,19,Baker Street 97,Riverside,NY,79308,+1-470-971-5701
CUST-KBIWYE,Customer_875,78,Baker Street 94,Riverside,FL,39109,+1-575-591-6594
CUST-XBTYZL,Customer_876,25,Main Street 42,Springfield,FL,29084,+1-259-775-8003
CUST-HWATOI,Customer_877,45,Main Street 8,Springfield,CA,10872,+1-646-172-6691
CUST-YKOOWP,Customer_878,79,Main Street 168,Lakeview,FL,22815,+1-744-628-1709
CUST-POPCVV,Customer_879,31,Main Street 112,Springfield,CA,30329,+1-976-357-5935
CUST-VUODWE,Customer_880,67,Sunset Boulevard 94,Riverside,TX,98005,+1-573-276-3604
CUST-CVDUZV,Customer_881,49,Ocean Drive 74,Springfield,FL,53365,+1-395-236-3061
CUST-PBBBXL,Customer_882,39,Highland Avenue 64,Riverside,CA,52859,+1-987-675-1222
CUST-ZWSBLO,Customer_883,60,Main Street 164,Greenville,NY,17293,+1-591-617-8105
CUST-AFFSNF,Customer_884,67,Baker Street 69,Fairview,NY,62713,+1-573-523-5681
CUST-OZGCQS,Customer_885,40,Main Street 37,Lakeview,CA,38755,+1-383-379-7221
CUST-CZNFXM,Customer_886,47,Sunset Boulevard 102,Fairview,NY,61570,+1-207-323-4846
CUST-LLHKLP,Customer_887,43,Main Street 94,Springfield,IL,40916,+1-957-238-1562
CUST-TZVJIZ,Customer_888,60,Main Street 61,Riverside,IL,47549,+1-488-579-5170
CUST-VIOXQK,Customer_889,39,Highland Avenue 84,Springfield,IL,76106,+1-231-153-4050
CUST-PCKIPI,Customer_890,80,Sunset Boulevard 65,Lakeview,FL,97630,+1-656-168-4474
CUST-JBXUJU,Customer_891,32,Highland Avenue 118,Greenville,TX,73357,+1-885-269-3558
CUST-PQKFIQ,Customer_892,79,Sunset Boulevard 167,Riverside,TX,69760,+1-816-723-4952
CUST-PXKUMZ,Customer_893,64,Baker Street 50,Greenville,TX,40763,+1-821-968-4480
CUST-XTTGXN,Customer_894,55,Baker Street 78,Lakeview,IL,79926,+1-756-487-1988
CUST-SMZOXR,Customer_895,77,Ocean Drive 158,Fairview,TX,93658,+1-331-320-1927
CUST-FYWMJW,Customer_896,80,Ocean Drive 135,Lakeview,IL,69378,+1-671-454-4670
CUST-ZDGWGS,Customer_897,37,Main Street 146,Riverside,NY,87674,+1-370-203-2119
CUST-LKUZJT,Customer_898,72,Baker Street 125,Fairview,FL,70087,+1-751-939-1855
CUST-UGBOKZ,Customer_899,68,Sunset Boulevard 155,Riverside,TX,29759,+1-820-329-8102
CUST-BJUYFU,Customer_900,21,Sunset Boulevard 91,Greenville,TX,10235,+1-985-535-4319
CUST-FUKKFG,Customer_901,72,Highland Avenue 56,Riverside,IL,12750,+1-757-936-7380
CUST-COGGXD,Customer_902,58,Ocean Drive 44,Springfield,CA,30700,+1-433-903-9056
CUST-ZZQTAV,Customer_903,40,Main Street 129,Greenville,TX,50897,+1-488-280-5580
CUST-EULKAX,Customer_904,45,Highland Avenue 13,Lakeview,NY,35024,+1-542-376-9791
CUST-PLXEDI,Customer_905,52,Baker Street 40,Fairview,NY,17542,+1-390-659-3134
CUST-FTWPQY,Customer_906,59,Highland Avenue 185,Lakeview,FL,29838,+1-610-593-9587
CUST-OVPZFP,Customer_907,76,Highland Avenue 127,Riverside,CA,60673,+1-477-802-8102
CUST-PFGMXH,Customer_908,80,Ocean Drive 47,Greenville,FL,49905,+1-637-261-1664
CUST-MFVDKL,Customer_909,29,Main Street 40,Lakeview,TX,70747,+1-975-240-9857
CUST-WHGRVS,Customer_910,47,Highland Avenue 41,Fairview,FL,90487,+1-487-593-1016
CUST-TCHIVB,Customer_911,74,Baker Street 52,Fairview,NY,40399,+1-725-811-8864
CUST-BADZWJ,Customer_912,65,Highland Avenue 189,Lakeview,CA,53354,+1-503-824-5927
CUST-BNFQTK,Customer_913,79,Sunset Boulevard 188,Springfield,FL,10874,+1-655-264-3590
CUST-GGRPWF,Customer_914,67,Ocean Drive 50,Greenville,FL,93404,+1-398-249-1927
CUST-AMNZYF,Customer_915,18,Main Street 4,Greenville,FL,18606,+1-934-467-8777
CUST-NWJEHT,Customer_916,62,Baker Street 2,Lakeview,CA,95807,+1-611-950-1736
CUST-DHOOEP,Customer_917,52,Sunset Boulevard 149,Springfield,FL,81050,+1-431-527-7102
CUST-BBQMFG,Customer_918,47,Sunset Boulevard 132,Fairview,NY,97764,+1-766-430-6803
CUST-KHUFYA,Customer_919,42,Highland Avenue 92,Springfield,TX,87101,+1-303-383-3405
CUST-USXYZF,Customer_920,31,Highland Avenue 56,Riverside,TX,36904,+1-808-640-8866
CUST-SBZJDH,Customer_921,120,Baker Street 114,Fairview,NY,74904,+1-998-483-2524
CUST-QCDXZN,Customer_922,32,Sunset Boulevard 62,Greenville,IL,13800,+1-583-775-2878
CUST-ZAZFRJ,Customer_923,30,Ocean Drive 42,Riverside,NY,99867,+1-818-398-2398
CUST-VFWIET,Customer_924,21,Baker Street 140,Fairview,FL,31731,+1-299-119-1870
CUST-MDJJFP,Customer_925,77,Main Street 163,Greenville,FL,10441,+1-790-552-2705
CUST-RCXLSW,Customer_926,32,Ocean Drive 118,Springfield,FL,52738,+1-405-170-1280
CUST-TWCAEB,Customer_927,59,Main Street 61,Riverside,FL,99137,+1-742-294-9596
CUST-YBZPYF,Customer_928,58,Highland Avenue 75,Greenville,IL,79026,+1-420-603-7839
CUST-BCSN0D,Customer_929,46,Ocean Drive 55,Riverside,CA,16266,+1-982-785-9661
CUST-LUXHPK,Customer_930,78,Sunset Boulevard 148,Lakeview,NY,94221,+1-427-880-8027
CUST-DAYGHS,Customer_931,49,Ocean Drive 196,Fairview,CA,28067,+1-421-942-7376
CUST-KYHJZN,Customer_932,23,Main Street 82,Greenville,TX,49860,+1-729-454-8290
CUST-STSIWM,Customer_933,76,Ocean Drive 195,Springfield,FL,73534,+1-741-273-7451
CUST-THKGFA,Customer_934,21,Highland Avenue 75,Riverside,CA,54387,+1-320-779-4031
CUST-AVTXAG,Customer_935,56,Main Street 176,Lakeview,FL,94867,+1-664-129-2967
CUST-UUTJQI,Customer_936,69,Ocean Drive 151,Greenville,IL,79744,+1-431-923-8639
CUST-RPATXD,Customer_937,54,Sunset Boulevard 57,Fairview,FL,41657,+1-373-603-2613
CUST-YIKVOH,Customer_938,80,Highland Avenue 147,Fairview,NY,63490,+1-513-130-1263
CUST-ERETLE,Customer_939,78,Highland Avenue 186,Greenville,CA,59788,+1-216-828-7698
CUST-VJVIFS,Customer_940,54,Sunset Boulevard 189,Greenville,CA,65925,+1-625-849-3288
CUST-BGEGKK,Customer_941,58,Highland Avenue 119,Fairview,FL,48159,+1-760-332-7559
CUST-TKZFVN,Customer_942,69,Sunset Boulevard 136,Riverside,NY,23900,+1-463-939-1434
CUST-PJMCBG,Customer_943,71,Main Street 8,Riverside,TX,45580,+1-357-958-5735
CUST-LXJJPK,Customer_944,64,Main Street 55,Springfield,FL,81657,+1-928-897-3358
CUST-KANEGW,Customer_945,34,Main Street 50,Fairview,CA,94448,+1-923-281-9200
CUST-DDJHUK,Customer_946,51,Sunset Boulevard 24,Lakeview,CA,59280,+1-206-163-2082
CUST-GZKARO,Customer_947,30,Baker Street 9,Greenville,CA,36351,+1-392-704-3753
CUST-CAWEZD,Customer_948,62,Sunset Boulevard 179,Greenville,TX,23111,+1-461-283-8344
CUST-VXUZWJ,Customer_949,80,Ocean Drive 25,Riverside,TX,36039,+1-544-414-4269
CUST-PXERME,Customer_950,74,Sunset Boulevard 147,Fairview,NY,41278,+1-341-107-4933
CUST-SZGKTZ,Customer_951,62,Sunset Boulevard 53,Riverside,FL,34951,+1-202-609-4807
CUST-CAAFCG,Customer_952,37,Ocean Drive 94,Greenville,CA,77272,+1-636-414-6298
CUST-LXHZMJ,Customer_953,79,Main Street 8,Springfield,NY,54973,+1-524-132-7650
CUST-CGMGEH,Customer_954,65,Highland Avenue 58,Riverside,IL,45257,+1-811-517-3923
CUST-EKJSXF,Customer_955,48,Baker Street 166,Springfield,IL,78085,+1-539-842-9268
CUST-YFBUOE,Customer_956,68,Main Street 165,Springfield,FL,53614,+1-574-405-5701
CUST-JSRRBJ,Customer_957,24,Baker Street 128,Riverside,IL,42800,+1-341-282-7338
CUST-RWQDIZ,Customer_958,67,Baker Street 138,Lakeview,TX,85968,+1-607-409-4512
CUST-NWOXAQ,Customer_959,64,Ocean Drive 63,Greenville,CA,80929,+1-848-362-6815
CUST-OANCHG,Customer_960,79,Main Street 152,Lakeview,FL,23800,+1-384-909-6518
CUST-CXBDKJ,Customer_961,73,Highland Avenue 33,Fairview,IL,63942,+1-397-470-9811
CUST-KAEPUB,Customer_962,80,Main Street 122,Greenville,NY,22256,+1-764-532-1116
CUST-LFRXOC,Customer_963,120,Baker Street 137,Fairview,CA,47852,+1-221-240-3018
CUST-VSYZHC,Customer_964,43,Baker Street 199,Lakeview,NY,21100,+1-971-503-2267
CUST-NEIVBH,Customer_965,64,Baker Street 163,Fairview,TX,10294,+1-490-582-6199
CUST-ATGDAJ,Customer_966,47,Main Street 48,Greenville,FL,22133,+1-768-891-9271
CUST-AZTRMJ,Customer_967,72,Sunset Boulevard 63,Fairview,FL,25929,+1-768-235-4231
CUST-SZGFEC,Customer_968,29,Main Street 55,Riverside,TX,28309,+1-878-133-9681
CUST-QFKIWK,Customer_969,66,Baker Street 111,Lakeview,TX,52826,+1-867-580-3058
CUST-ZBNMQD,Customer_970,27,Baker Street 4,Springfield,TX,43168,+1-422-683-2496
CUST-DICFBV,Customer_971,66,Main Street 166,Greenville,FL,94629,+1-842-500-1547
CUST-KVGKCD,Customer_972,50,Main Street 172,Springfield,CA,87027,+1-357-256-7595
CUST-SLNJSQ,Customer_973,23,Baker Street 187,Springfield,TX,72254,+1-232-397-7207
CUST-TZRLJT,Customer_974,51,Sunset Boulevard 154,Lakeview,CA,75660,+1-285-959-1955
CUST-YTQGXK,Customer_975,19,Ocean Drive 77,Springfield,FL,64964,+1-723-282-7133
CUST-SPNGND,Customer_976,31,Highland Avenue 7,Greenville,TX,24469,+1-872-559-4508
CUST-JRAPDA,Customer_977,47,Main Street 41,Fairview,CA,13902,+1-699-185-5627
CUST-PHACXM,Customer_978,48,Sunset Boulevard 150,Springfield,CA,32177,+1-947-903-8971
CUST-VCRPEF,Customer_979,5,Ocean Drive 178,Springfield,FL,60458,+1-754-524-4428
CUST-UNYFEH,Customer_980,58,Sunset Boulevard 54,Fairview,CA,81357,+1-798-346-6044
CUST-GBVNSG,Customer_981,120,Highland Avenue 61,Lakeview,FL,80066,+1-240-803-4663
CUST-GFCDAI,Customer_982,34,Highland Avenue 24,Fairview,NY,93649,+1-851-821-6425
CUST-KEEUBP,Customer_983,58,Ocean Drive 180,Greenville,NY,13367,+1-994-671-4590
CUST-WLNZWL,Customer_984,60,Sunset Boulevard 179,Springfield,TX,24004,+1-893-560-1269
CUST-RDXCCI,Customer_985,36,Sunset Boulevard 146,Fairview,FL,98353,+1-972-112-1713
CUST-CGHARR,Customer_986,66,Main Street 100,Riverside,TX,54712,+1-944-157-8668
CUST-HCNVCE,Customer_987,54,Ocean Drive 133,Greenville,IL,70376,+1-549-225-5400
CUST-QIKJDU,Customer_988,58,Ocean Drive 145,Greenville,FL,50780,+1-672-206-6722
CUST-VKHWHK,Customer_989,59,Main Street 18,Springfield,NY,28314,+1-859-160-4528
CUST-MOCWBR,Customer_990,69,Main Street 106,Fairview,TX,83497,+1-683-871-7884
CUST-EBESWD,Customer_991,71,Baker Street 142,Greenville,IL,12709,+1-342-232-7587
CUST-TMQKLB,Customer_992,44,Ocean Drive 24,Fairview,FL,85848,+1-295-427-6117
CUST-KIPWRP,Customer_993,28,Sunset Boulevard 121,Lakeview,FL,48113,+1-492-386-4903
CUST-ENWBIB,Customer_994,61,Highland Avenue 75,Lakeview,IL,92665,+1-554-765-9797
CUST-VDSRHI,Customer_995,28,Main Street 46,Springfield,FL,98042,+1-624-417-9978
CUST-UASKJU,Customer_996,53,Sunset Boulevard 149,Riverside,IL,56064,+1-385-719-9195
CUST-KT0YZQ,Customer_997,43,Baker Street 74,Greenville,CA,64388,+1-413-949-1203
CUST-DXWBTH,Customer_998,65,Ocean Drive 55,Fairview,NY,76313,+1-291-701-7988
CUST-DVIFHD,,29,Main Street 143,Greenville,TX,67540,+1-829-126-5621
